,sentence,sentiment
2285,산업공학과 출신들은 제조업 엔지니어링 등 대부분의 산업현장에서 만날 수 있습니다,Positive
3014,얘기 나와서 하는 말인데 정말 조심해야 하는 곳이 소프트웨어 엔지니어링 소프트웨어 공학임,Positive
3079,품질 물류 생산관리 관련 엔지니어로 나갈 수도 있고 시스템 관련 업체나 컨설턴트 쪽으로도 나가는 사례도 많이 있습니다,Positive
3159,세기 기술 발전의 초석인 소재 산업 및 학문의 기술 경쟁력을 선도할 공학도를 양성하기 위한 비전을 갖고 성장을 거듭해 왔으며 이를 달성하기 위하여 산업 수요의 신속한 수용을 위한 산학협력 체제 강화 특정 유망 소재 분야의 특성화 및 엔지니어 하우스의 확대를 추진하여 왔습니다,Positive
4007,그렇다면 산업공학은 구체적으로 어떤 분야를 다루고 있을까요 산업 공학은 크게 관리과 경영에 관한 것과 학적 관리법 시스템 엔지니어링 오퍼레이션 리서치 생산에 관한 것 생산관리 공정관리 그리고 기타 산업디자인 등 세 가지로 나눠집니다,Positive
4073,예전 엔지니어들의 길을 따라가는 것을 넘어서서 다른 분야에 전자공학을 접목하고 새로운 분야를 창출하는 길을 전자공학과에서 함께 할 수 있으리라 믿습니다,Positive
4397,또한 최근 산업 및 실생활에 있어를 선보이고 있으며 빠르게 발전하고 있다 따라서 본 학과에서는 고전적인 전기에너지의 생성 분배 소비에 관련된 지식과 최신 기술을 교육하여 현대의 고도화된 산업시대에 요구되는 실무가 겸비된 창의적인 전문 엔지니어를 양성하여 국가 및 지역사회에 이바지함을 목표로 한 다모든 대학교가 그렇듯 공학 계열의 경우 인위적인 자연을 대상으로 점진적으로 탐구해 나아가는 특징이 있습니다,Positive
1432,그래서 외국어 대학교라는 점을 살려 중앙아시아 학과 헝가리 어학과 러시아학과 브라질 학과 등 글로벌 시장에서 요구되는 다양한 국가에 관련한 학과들이 많기 때문에 산업경영공학과와 함께 이중 전공 또는 부전공을 한다면 굉장한 시너지를 기대할 수 있습니다,Positive
76,사실 한국에선 조금 생소한 명칭이 될 수는 있겠지만 해외 학교에선 흔히 볼 수 있는 학문으로 산업경영공학과와 관련된 대학으로 진학을 희망한다면 전공에 대한 관심을 가져보는 것이 중요할 거 같습니다,Positive
77,그렇다면 대학 졸업 후 대부분 어떤 방향을 결정하여 진로를 선택하게 될까요 제조업이나 품질관리 자재관리 유통 물류망에는 최적화되어있는 학문이며 본 대학 졸업 후엔 대기업 취업과 협력회사인 우수한 중견기업체 등 생산관리자 품질 전문가 물류관리사 산업안전 및 산업위생관리 운영자 컨설턴트 등이 존재하고 있습니다,Positive
180,진출 분야로는 어떤 게 있을까요 졸업생들은 자동차 정밀기계 건설 공작기계 반도체 등 각종 생산설비 에너지 시스템 설계 및 제작기법과 경제적 운영을 할 수 있는 학문적 자질을 갖춘 전문가로서 산업현장에서 중심적 역할을 하고 있습니다,Positive
201,그 당시에는 고등학생이 이 학문을 공부한다는 것이 되게 신선한 충격으로 느껴지는 시기였습니다,Positive
203,제 생각에는 산업공학과가 회사 혹은 공장을 어떻게 해야 가장 효율적으로 운영할 수 있는가 이것을 궁극적인 목표로 삼고 다양한 학문을 배우는 학과이기 때문에 트리즈와 비슷하다고 생각했습니다,Positive
211,그러나 한편으로는 다양한 학문을 배우다 보니 오히려 입학 이후에 자신이 하고 싶은 것을 찾게 되는 학생들이 많습니다,Positive
384,산업공학과의 또 다른 별명 공학의 마에스트로 공대의 여러 전문 기술이 산업에 어떻게 접목되는가를 연구하고 사넙 안에서 기술과 연결하여 융합을 도모하는 학문인 거죠,Positive
385,산업공학과를 두고 이공계에서 가장 사회과학 분야와 비슷한 학문이라고 부르는 이유이기도 하죠,Positive
389,경영학의 아버지라고 불리는 프레데릭 테일러는 산업공학의 아버지라고도 불리는데요 산업공학은 경영학에 비해 좀 더 현실적이고 구체적인 답을 도출해내는 학문이라는 평가를 받거든요,Positive
467,산업공학과 진학을 위해서는 특별히 준비해야 할 것은 없지만 깁곤 적인 학문을 잘 갖추고 대학에 들어오면 산업공학을 하는데 크게 어려움이 없을 거예요,Positive
472,산업공학과로 소개할 선문대 산업경영공학과는 아산지역에 위치한 대학 중 유일한 학과로서 생산관리 품질경영 물류 시스템 기술경영 안전공학 보험 및 금융공학 등 사업 전반에 걸쳐 꼭 필요한 실용학문을 가르치고 있어요,Positive
620,점점 고도화되고 세분화되는 조직에서 더 과학적으로 성과와 효율을 측정하려면 어떤 도구를 써야 할까 등에 대한 학문입니다,Positive
621,산업공학은 공학 중에서도 경영 인문 문과 특성이 강한 학문으로 기술 창조 특허 경영컨설턴트 조직교육 등의 분야와 밀접한 관련이 있어 장래는 유망한 학과로 지목받습니다,Positive
738,산업경영공학과는 매년 높은 취업률을 자랑하고 있고요 경영기획 품질경영 생산관리 인간공학 분야에 대해 공부를 하는 학과에요 산업경영공학과에는 산업시스템을 구성하는 모든 분야를 조화롭게 조정하는 방법을 연구하는 학문이라고 할 수 있어요,Positive
871,지나가던 시스템 경영공학과 컴공과 복전 학생이야 영상처럼 시경과 즉 산공과는 다양한 분야에 발을 걸치고 있어 그 이야기는 만약 다른 학문과 함께 배운다면 시너지가 엄청나다고 생각하면 돼 산고 뽕을 털어서 몇 가지 말해보자면 전통적인 품질관리이건 다들 알 거라고 생각해 가장 많이 다루는 주제이기도 하고 전화기 중 하나 잡아서 공부하면 해당 기업에서 두 팔 벌리고 기다리겠지 컴퓨터 요즘 뜨는 빅데이터나 그를 기반으로 한 딥러닝 같은 분야로 나갈 가능성이 무궁무진하지 데이터마이닝같이 다듬어지지 않은 데이터를 네 손으로 의미 있은 가치를 만드는 거야,Positive
994,그런데 공대에서 비즈니스적 마인드를 배울 수 있고 내가 원하기만 한다면 타락과의 전공과 컬래버레이션을 하기에 가장 적합한 학문이라고 생각합니다,Positive
1129,그 이유는 산업 현장에서의 기술을 공학적 관점에서 연구하고 경영하는 방법을 배우는 학문이기 때문입니다,Positive
1355,산업공학과 취업 걱정하지 않아도 돼요 산업공학과 취업이 걱정이 안되는 이유는 다른 학문들과 융합이 되어있는 전공이라서입니다,Positive
1356,예를 들면 기계는 기계쪽 전자는 전자 쪽만 하는 경우가 많은데 산업공학과는 모든 공학 분야 전공에서 필요로 하는 학문을 가르치기 때문에 산업공학과 취업 분야가 다양하답니다,Positive
1358,그렇다면 산업공학과를 가기 위해 준비해야 할 것은 따로 없는 걸까요 사실 따로 크게 준비해야 할 것은 없지만 고등학교 때 기본적인 학문을 잘 갖추고 오는 게 중요합니다,Positive
1499,제가 여러 학문을 공부하는 것을 좋아하여서 산업공학과에 진학할 계획인데 주변에서 잡과라 취직도 안된다고 다들 말립니다,Positive
1516,산업공학과 수시 지원을 목표로 한 친구들 주목 체계적인 시스템과 다양한 학문 그리고 기술의 융합 시대입니다,Positive
1525,고등학교 때 기본적인 학문을 잘 갖추고 들어간다면 산업공학을 배우는데 크게 어려움이 없을 거예요,Positive
1581,기사 바로 가기 사이버대 공학에 빠지다 첨단산업 선도하는 융복합 인재 양성한다 공학 저널 공학 저널 김하늬 기자 전기 전자공학은 많은 산업분야의 기반이 되는 학문이다 차 산업혁명의 시대가 다가오는 시점에서 이러한 전기 전자공학 분야는 새로운 기회 창출의 도구가 될 것으로 기대되고 있다 지난 사이버대 공학에 빠지다 첨단산업 선도하는 융복합 인재 양성한다 공학 저널,Positive
1733,산업공학은 산업 변천사에 따라 그 주제와 관심 시가 변화해왔지만 산업의 종류와 관계없이 그것을 구성하고 있는 요소들을 효율적으로 계획하고 관리하는 기법을 연구하는 학문이라는 기본 틀에는 변함이 없습니다,Positive
1737,흔히 이 과속의 문과라고 불릴 만큼 경영 경제 인사와 같은 사회과학 분야를 함께 다루는 학문입니다,Positive
1747,생산관리 품질경영 물류 시스템 기술경영 안전공학 보험 및 금융공학 등 산업 전반에 걸쳐 꼭 필요한 실용학문을 가르치고 있습니다,Positive
1996,산업공학은 복잡한 프로세스나 시스템의 최적화를 다루는 공학의 한 분야로 산업과 인간의 시스템과 인터페이스를 최적화 및 효율성을 극대화하는 종합 시스템을 설계 개선 설치하는 학문입니다,Positive
1998,산업공학과를 한 줄로 요약하자면 공학 과학적 지식에 경영 기법을 접목해 다양한 산업계의 문제를 해결하는 학문입니다,Positive
2156,그리고 공학들 중 학문의 난도가 낮다고 하시나 전혀 아니라고 생각하는 게 물류관리과 같은 과목 그리고 통계가 쉽다,Positive
2418,조선대학교 재료공학과 조선대학교 재료공학과는 반도체 재료 전자재료 금속재료 세라믹 재료 에너지재료 등의 학문 분야에 관한 기초지식을 학부과정에서 배우게 됩니다,Positive
3158,현대 기술 기반 사회에서 요구하는 소재 산업의 기술적 방향은 점차 고도화되고 융합화되고 있으므로 신소재공학은 최첨단 기술을 선도할 수 있는 유망한 학문입니다,Positive
3721,스스로 이과와 문과의 경계선에 있다고 생각했기에 자연스럽게 가장 융합적인 학문이자 공학이라 말하는 산업공학에 관심이 갔다고 한 달 중부터 초까지 연속으로 카이스트 영재 과정을 수료하며 스타트업 창업이 꿈이 됐어요,Positive
3735,학업 역량과 전공적합성을 어필할 수 있는 보고서와 소논문도 완성했다 화학공학 컴퓨터공학산업공학 등 각기 다른 학문을 공부하고자 하는 친구명이 모여 흙 전지와 부식이라는 두 키워드에서 시작해 실험 여러 센서를 활용한 자동 측정 방안 현실 적용까지 여러 방향으로 탐구하며 흙 전지를 활용한 전기방식법이라는 보고서를 완성했다,Positive
3780,진짜 학문의 길이 쉽지 않더라고요,Positive
3819,교수님의 뜨거운 학문 연구 열정을 진심으로 응원합니다,Positive
3847,체계적인 시스템과 다양한 학문 그리고 기술의 융합 시대입니다,Positive
3913,체계적인 시스템과 다양한 학문 그리고 기술의 융합시대입니다,Positive
3920,공대의 여러 전문 기술이 산업이 어떻게 접목되는가를 연구하고 산업 안에서 기술의 연결과 융합을 도모하는 학문이라는 의미입니다,Positive
3981,대학입시 조선대학교 공과대학 산업공학과 알아보기 학과 개요 산업공학은 산업이라는 오케스트라를 지휘하는 지휘자이고 산업을 구성하는 다양한 시스템을 조화롭게 지휘하고 조절하는 방법을 공부하는 복합융합학문입니다,Positive
3997,물건이 만들어지는 것부터 만드는 사람까지 상품 공정의 모든 것을 꼼꼼히 연구해야 하는 학문 이번엔 산업공학 그리고 산업공학과에 대해서 알아볼까요,Positive
3999,쉽게 말해서 노동자들에겐 일하기 좋고 경영자들에겐 수익이 많이 생기며 소비자들에겐 안심이 되는 상품을 제공할 수 있는 생산 환경을 제공하는 방법을 고민하는 학문입니다,Positive
4010,이렇듯 학문의 내용과 활용 양상이 경영학과 많이 유사하기 때문에 산업 공학은 공학 속 경영학이라고 불리기도 합니다,Positive
4068,오늘날 차 산업혁명이라고 하는 패러다임의 변화가 다가왔는데 전자공학은 그 변화의 한 가운데에 있는 학문이라 해도 과언이 아닙니다,Positive
4178,산업계 관점 대한 평과 최우수대학 선정 지식 기반사회 핵심 전자공학 관련 학문 및 기술 분야는 광통신 이동통신 및 무선통신 로봇기술 자동제어 신호처리 영상신호처리 전력전자 반도체소자 태양전지 조명 공장자동화 방위산업 우주산업 등으로 지식 기반 사회를 이끌어 가는 핵심 기술이라고 할 수 있습니다,Positive
4180,호남대 전자공학과의 졸업생은 본 대학원 및 연세대 포항공대 성균관대 한양대 전남대 조선대 대학원 등에 진학하여 학문을 연마하거나 한국 전자부품연구원 광주테크노파크 한국전기연구원 주 바이오스페이스 연구소 금호타이어 삼성 삼호조선소 한국전력 한국통신 사 등을 포함한 이동통신 방송국 하이닉스 한국반도체를 포함한 반도체 업체 지역 광산업 중소 및 중견 업체에서 관리직 연구원 연구소장 등으로 활약하고 있습니다,Positive
4342,체계적인 시스템과 다양한 학문 그리고 기술의 융합시대 빠른 기술 변화 시대에는 융합과 체계적 시스템으로 효율성을 높여야 합니다,Positive
4430,학문 그 자체뿐만 아니라 이를 다양한 공학에 접목시킬 수 있다는 것이 장점입니다,Positive
4453,사실 산공과를 전공해 순수한 학문보다는 경영계로 나아가려는 경우를 좀 더 많이 본 것 같습니다,Positive
4599,산업공학과에서는 전통적인 제조업뿐 아니라 정보 의료 산업 등 다양한 분야에서 과학적 방법을 통해 새로운 시스템을 설계하거나 기존 시스템의 문제를 개선하는 학문으로 학부에서는 이를 위한 산업공학적 사고의 틀과 문제 해결 도구를 배웁니다,Positive
13,급격한 기술의 혁신으로 차 산업혁명은 기존 산업구조에 큰 변화를 가져왔습니다,Positive
68,그럼 어떤 과목과 전공을 배울 수 있을까요 기술을 겸비하고 있는 경영자의 마인드로 성장하기엔 어떠한 교육 목표가 중요한지도 알아보도록 합시다 복수학위 프로그램은 무엇 산업경영공학과에서 년 재학 후에 호주 디킨 대학에서 년 유학하게 되면 개의 졸업장을 수여받을 수 있어요,Positive
111,조선대학교 광기술공학과랑 산업공학과 어떤 과가 더 나을까요 학교 선생님께서 둘 다 전망이 좋다고 하셨는데 자세히 좀 알려주세요 ㅠㅠ,Positive
191,학기 생활 관행 학과 추천 신청까지 기계설계학개론 출 입학에 관련해 궁금한 점이 있으시다면 한국산업기술대학교 입학홍보처로 문의하시기 바랍니다,Positive
301,점점 발전하는 기술로 우리 삶은 더 편해지고 있습니다,Positive
396,전공 기초 과목은 수학 경영학 컴퓨터 과목이 주를 이뤄요 수학 교과 중에서는 일반선택과목의 수학 수학 미적분 확률과 통계과학 교과 중에서는 일반선택과목의 물리학 화학 생활교양교과의 일반선택 과목 중에서는 기술 가정 정보사회 교과 중에서는 일반선택의 사회 문화 등이 해당합니다,Positive
447,차 산업혁명의 핵심인재 양성을 하는 산업공학과는 공학 지식과 과학적 경영 기법을 활용하여 급변하는 산업정보화사회의 필수 요소인 생산 기술 정보 등의 제반 문제를 창조적이고 능동적으로 대처하는 기술을 습득하며 제한된 각개의 개별 분야를 시스템적인 관점에서 조율하고 관리하여 최적의 조건을 도출할 수 있는 하이브리드형 전문 기술인을 양성합니다,Positive
511,먼저 메커트로닉스 란 무엇인가 사전적 의미로는 기계와 전기 전자의 합성어로 기계공학 기술을 기반으로 전기 전자공학 및 컴퓨터 기술 분야로 나아가 지능형 기계전자 시스템을 설계 제작하는 기술 분야입니다,Positive
519,메커트로닉스 공학과의 취업 진출 분야는 대기업 및 중소기업 국내외 대학원 진학 기술직 공무원 교사 변리사 국공립 연구소 등이 있습니다,Positive
520,이 중 기업으로 취업현황은 삼성전자 삼성 삼성모바일디스플레이 전자 이노텍 포스코 에너지 포스코 한국 산업 기술시험원 제일모직 한미반도체 한국미쓰비시엘리베이터 히로세코리아 한전 대한항공 현대다,Positive
585,정보통신기술의 융합으로 이루어지는 차 산업혁명 컴퓨터 정보화 및 자동화 생산 시스템이 주도한 것이 차 산업혁명이었다면 차 산업혁명은 인공지능을 통한 산업상의 변화를 이야기한다고 하는데요,Positive
596,이 인공지능을 구현하는 데 필수적인 것이 바로 빅데이터다 인공지능은 빅데이터를 통한 학습을 필요로 하기 때문이다 빅데이터가 인공지능 시대의 새로운 자원이자 화폐라 불리는 이유다 저자는 최근 연간 크게 달라진 빅데이터의 위상이 앞으로 년 후 지금과 비교했을 때 또 달라져 있을 것이라 전망한다 데이터의 양은 폭발적으로 증가하고 있을 뿐 아니라 이를 처리할 수 있는 컴퓨터 기술 또한 획기적으로 향상되고 있다,Positive
623,여태까지 선진국의 기술이나 경영 기법을 빠르게 모방하여 발전해왔으나 이제는 한계에 다다른 한국 사회에게 고유의 독창적인 경영철학이 필요하다고 주장합니다,Positive
625,저자가 오랜 산업 경력을 가진 교수인 덕분에 책에서도 다양한 기술적 예시를 접할 수 있으며 이를 통해서 앞으로 우리에게 유용하고 가치 있을 기술과 철학이 무엇일까를 고민할 수 있게 만들어줍니다,Positive
740,이미 졸업한 선배들이 여기저기 뿔뿔이 자신이 맡은 분야에서 아주 열 일을 하면서 명성을 떨치고 있죠 특히 일반 제조업의 생산관리 및 품질관리 분야 정보기술업체 일반 회사의 경영기획 및 연구관리 분야로의 진출이 활발하게 이루어지고 있어요,Positive
743,국가기술자격증으로는 품질경영기사 정보처리기사 산업안전기사 인간공학 기사 등이 있고 민간기술자격증으로 오토캐드 등이 있습니다,Positive
759,그 과정 속에서 필요한 기술들과 설비들을 배우고 접해볼 수 있다는 것에 그 차이를 둘 수 있겠죠,Positive
771,오로지 에만 집중된 커리큘럼이 아닌 공학과 기술이 결합된 융합형 지식을 교육하기 때문에 해당 학과를 졸업한 학생들은 보다 다양한 분야에서 활약이 가능합니다,Positive
801,현재보다 나은 일의 수행과 효율적인 시스템 운영 방법을 배우는 곳인데 이 학과에서는 제품 생산과 전달의 전 과정에서 과학적이고 합리적으로 산업 시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성하고 있어요,Positive
803,이는 현장의 산업 기술을 공학적 기법으로 경영하는 방법을 탐구하기 때문이랍니다,Positive
848,우리나라가 왜 이런 상황에 놓이게 됐을까 저자는 이 책을 통해 그 핵심적 원인을 우리 사회와 경제 곳곳에 쌓인 복잡성에서 찾는다 즉 우리 기업들이 창의적 지식과 파괴적 혁신이 필요한 시장에서 고전을 면치 못하는 이유는 낮은 인건비와 기존 기술이 통용되는 시장에서 빠른 속도만 추구하는 성공 방정식에 취해 있기 때문이다 세계 시장의 빠른 추격자로서 그동안 우월적 효율성을 통해 거둔 성공과 동시에 축적된 복잡성이 오히려 우리의 발목을 잡고 있다,Positive
893,또한 타 대학과 차별화되는 점이 있다 기술적 융합 및 다학제적 특징을 갖는 화장품 산업을 교육하기 위해 세부전공 선택 제도인 트랙 모듈 교육과정을 도입했다,Positive
920,학과에서는 제품 생산과 전달의 전 과정에서 과학적이고 합리적으로 산업 시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성하고 발전하는 곳입니다,Positive
921,저는 어떤 물건이든 생산과정이 있다고 생각하여 그 과정을 자세히 알고 싶고 과학적으로 어떻게 수급이 되는지 그 기술과 목적들에 많은 관심을 가지고 지원하게 되었습니다,Positive
936,난 한국 과학기술이 세계 제일이 되었으면 하는 사람이거든,Positive
1059,이 학과에서는 제품 생산과 전달의 전 과정에서 과학적이고 합리적으로 산업시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성하고 있어요,Positive
1359,교과목 중에서 특히 통계학 관련 내용으로 수학을 잘하면 좋고 영어 공부를 하면 더욱 좋고요 산업공학을 공과대학 내의 경영학이라고 불리는 이유는 현장의 산업 기술을 공학적 기법으로 경영하는 방법을 탐구해 서랍니다,Positive
1361,선문대 산업경영공학과는 호주 디킨 대학교와 복수학위에 외 현지 기업 컨설팅을 통한 글로벌 마인드 함양 대기업에 취업 장기현장실습 및 일 학습 병행제를 운옂웅이랍니다실제 선문대 산업경영공학과의 교육 커리큘럼이고요 타 산업혁명 사회에서 필요로 하는 창의적인 인재 양성을 위해 최적화된 공학 기술과 기술을 겸비한 경영자의 마인드를 기르는 실무적인 교육을 목표로 하고 있습니다,Positive
1518,이 학과에서는 제품 생산과 전달을 전 과정에서 과학적이고 합리적으로 산업 시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성하고 있답니다 오늘은 산업공학과 수시 지원을 목표로 하는 학생들을 위한 이야기를 해보려고 해요,Positive
1521,이는 현장의 산업 기술을 공학적 기법으로 경영하는 방법을 탐구하기 때문인데요,Positive
1576,삼성전자 설비 직무와 하이닉스 양산 기술 직무가 궁금합니다,Positive
1595,또한 매년 회 공모전 및 경진대회 참가를 통해 팀 프로젝트 능력을 향상시켜 취업을 대비한 경력을 쌓을 수 있다 동아리 활동으로 학업의 수준을 더욱 심도 있게 경험하기도 한다 방학 중 교내 프로그램으로는 서울대학교 반도체 공동 연구소 기본 공정 교육이 하 반도체 교육이 있다 반도체 교육은 방학 중 서울대학교에서 주간 반도체에 대한 이론과 실습교육을 받는 것으로 이뤄진다뿐만 아니라 고학년의 취업에서 경쟁력 확보를 목표로 한 역량 강화 심화 프로그램이 있다 임베디드 전문가를 초빙해 진행하는 임베디드 고급과정도 진행하고 있다 과학 논문 색인의 준말로 국가의 과학기술력을 나타내는 척도 차근차근 성장해가는 전자공학도 전자가 다루는 범위가 넓다는 것은 그만큼 기회가 넓다는 것을 의미한다 많은 기회들을 본인의 기회로 잡기 위해서는 흔적을 남겨야 한다가 장 좋은 방법들 중 하나가 바로 자신만의 양식을 갖춘 포트폴리오 작성이다,Positive
1601,이 책은 적정기술을 배우고 실천하려는 사람들이 늘고 있는 이 시점에서 한국 과학자들의 손으로 처음 쓰인 적정기술의 의미와 역사 적정기술 제품 소개와 사업화 방향 등을 담은 적정기술 입문서로써 전자공학도에게 추천할 만하다 추천 영화 그녀 스파이크 존즈 이 영화의 주인공 테오도르는 사람이 아닌 인공지능 운영체제인 사만다를 사랑한다 운영체제인 사만다를 눈으로 볼 순 없지만 언제 어디서든 이어폰만 끼면 대화를 할 수 있다,Positive
1720,조선대 광기술공학과 산업공학과 연도 수시 입시 결과 및 전형방법 자료입니다,Positive
1738,그에 따라 학습 내용도 공학 관련 분야로 제한하지 않고 사회과학과 관련이 된 분야도 많이 학습하게 되며 졸업 후 취업 분야도 매우 다양하게 진출하는 특징을 보입니다 앞으로 사회가 다변화하고 그에 맞추어 생산환경이 빠르게 변화함에 따라 산업경영공학과의 수요와 요구는 더욱 증가할 것으로 보입니다 산업경영공학과 진로 분야는 뭐가 있을까요 사회진출 분야가 매우 다양한데 다양한 기업의 생산관리 및 기술자 품질인증심사 전문가 산업안전 및 관리 기술자 정보시스템 및 시스템 통합업체 유통 및 물류업체 금융기관 제조업체 컨설팅 업체 등에 진출 가능해요,Positive
1999,다른 공학 계열 학과와 같이 무언가를 만들거나 발명하거나 창출하지는 않지만 개별 기술들이 어떻게 조화롭고 효과적으로 이용되는지 이러한 기술들의 체계적인 이용 시너지 효과의 창출 시스템적인 접근 방식 자원들의 이용 효율성의 극대화를 연구합니다,Positive
2133,호남대 전자공학과 로봇제어 통신 기술 견인차,Positive
2170,한국산업기술대학교 누리온 생명화학공학과에 대해 알아보자,Positive
2266,도서 추천 생존의 이론 산업공학 사회 기술 교육,Positive
2286,제조업에서는 품질이나 생산관리 생산기술팀에 많이 근무하시고요 가끔 기술연구소 같은 곳에 근무하시는 것도 봤습니다,Positive
2361,비전공자 취업 준비생분들은 전문교육기관을 통해 학습하면서 자격증 포트폴리오뿐만 아니라 취업 이후 반드시 필요한 실무기술까지 완벽하게 갖춘 상태로 취업시장에 도전하게 돼요 실무중심으로 전문교육을 받은 비전공자는 취업시장에서 기술이 부족한 전공자보다 월등한 실력과 기술력으로 차별화되는 경쟁력을 보유한 상태로 취업시장에 도전하고 있는 상황이에요,Positive
2496,과연 산업경영공학과를 졸업하면 어떤 진로를 갖게 될까요 일반 제조업체를 포함한 모든 산업계의 생산관리와 공정관리 품질관리 분야 경영 기획 및 연구관리 분야 정보기술 컨설팅 및 정보시스템 관리 정부 및 공공기관 금융기관 등등 넓은 폭의 진로 기회를 얻게 됩니다,Positive
2545,생산기술이나 설계 쪽은 자기 기술 커리어를 쌓을 수 있는 직무잖아요,Positive
2762,차 산업혁명에 대한 이야기가 나오면서 산업공학 기술자들의 역할은 더욱 커지며 연간 고용시장이 확대될 거라고 전망된다고도 합니다,Positive
2914,문과 출신인 내가 꼭 알아야 할까 기술에 대한 이해는 기술과 생활의 변화를 일으키고 있는 차 산업혁명 시대를 살아가기 위해 필요한 생존 지식입니다,Positive
2916,국내 최고 테크 트렌드 전문가 연세대학교 임춘성 교수가 차 산업혁명 시대에 뒤처지지 않고 변화를 주도해 나가기 위해 반드시 알아야 할 가지 정보기술 신기술의 핵심만 담아 가장 쉽고 명쾌하게 설명합니다,Positive
2954,지금까지 한국산업기술대학교 에너지전기공학과에 대해 알아봤는데요,Positive
2955,입학에 궁금한 점이 생긴다면 한국산업기술대학교 입학홍보처 입학관리팀로 전화 주시면 됩니다,Positive
3060,학교에 따라서는 기술 컴퓨터 응용 쪽으로 더 깊게 배우는 학교도 있고 커리큘럼에 따라 조금씩 차이는 있지만 큰 틀은 산업과 시스템을 대상으로 경영 최적화하는 기술과 기법을 배운다고 보시면 되겠습니다 ㅋㅋ,Positive
3166,한국산업기술대학교 신소재공학과 교과과정 교수진 학과 소개 학과 소식지 통합포털 통합정보시스템 심화 프로그램 안내 공지사항 학기 강의 시간표 재료가 도학 시간 변경 건 포함 비교과 신소재 신소재 영어 최종 신청자 명단 발표 졸업작품 패널 심사 결과 공지 연계전공 반도체 디스플레이 승이자 명단 학기 연계전공 반도체 디스플레이 융합 학기 수강신청 안내사항 강의자료 상변 테론 기말시험 관련 사항 입학에 관련해 궁금한 점이 있으시다면 한국산업기술대학교 입학홍보처로 문의하시기 바랍니다,Positive
3176,우선 공기업에서 기술직 중 기계 전기를 가장 많이 뽑는데 저는 서점에 가서 기사 책들을 훑어보고 결정했습니다,Positive
3199,아니면 서울대 같은 경우에 연합전공이라는 것도 있는데 기술경영학 연합전공이 공과대학 경영 대학 같은 느낌이라 공대나 경영대 진학해서 그거 해보는 것도 괜찮을 거 같아요,Positive
3255,요즘에 기술경영학과라고 건국대 서울과학기술대에서 글로벌 테크노경영같이 문이과 융합과가 뜨고 있는데 어떻게 생각하시나요,Positive
3363,이와 같은 분야의 기업체 기술직 공무원 및 대학원 진학 등으로 진로를 선택할 수 있다고 합니다,Positive
3559,산업공학과는 공학적인 감각으로 모든 산업에서 효율성을 추구하는 관리기법을 배우며 특히 최근에는 안전 관리 직무를 기반으로 생산 및 품질관리 직무에 특화된 창의적인 기술 인재를 육성합니다,Positive
3580,세기 초반에 살고 있는 우리는 앞으로 인공지능이 우리 삶에 커다란 변화를 불러일으킬 것이라는 데 의심하지 않는다 우리가 최근 가장 많이 듣는 키워드가 있다면 차 산업혁명 빅데이터 인공지능 플랫폼 기술 등이다,Positive
3621,한국산업기술대학교 누리온 에너지전기공학과 학과 소개,Positive
3641,직무를 생산 기술 쪽으로 정해서 생산이나 생산지원 기술 쪽으로 가고 싶고 현재 목재 응용과학과 재학 중이에요,Positive
3645,이 학과에서는 제품 생산과 전달 전 과정에서 과학적이고 합리적인 산업 시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성하고 있어요,Positive
3680,강연 소개 필수 기술 교양 차 산업혁명 테크 트렌드 임춘성 연세대 산업공학과 교수 윌라 위클리 테크놀로지 팁스,Positive
3848,빠른 기술 변화 시대에는 융합과 체계적 시스템으로 효율성을 높이는 것이 핵심인데요,Positive
3916,이 학과에서는 제품 생산과 전달의 전 과정에서 과학적이고 합리적으로 산업 시스템을 설계하고 운영하는 일을 담당하는 기술 경영 인재를 양성합니다,Positive
3942,한국산업기술대학교 누리온 신소재공학과에 대해 알아봐요,Positive
4005,시간이 지나며 기존의 문제들뿐만 아니라 인권 문제와 안전 문제 등 새로운 문제점들이 대두되었을 뿐만 아니라 기술이 발전함에 따라 산업공학이 연구해야 할 영역이 넓어졌습니다,Positive
4011,그렇다면 현재 산업 공학은 어떤 연구를 진행하고 있을까요 서울대학교와 미국의의 사례를 보며 확인해 보시다 위의 이미지에서 현재 산업공학은 발달된 기술을 기반으로 어떻게 하면 산업공정을 더 효율적 그리고 인간적으로 개선할지에 대해서 열심히 고민하고 있다는 것을 확인할 수 있습니다,Positive
4012,산업공학과의 수업은 어떻게 이루어 지나요 산업공학과에서는 역학뿐만 아니라 기본적인 수학 경영학 물류 자재 제조와 수송에 관한 이론과 실무를 포함한 다양한 분야를 가르칩니다 더불어 컴퓨터와 데이터 같은 현대적 기술들을 산업 현장에서 어떻게 적용시켜야 할지도 다룹니다,Positive
4035,특히 차 산업혁명 시대에 핵심이 되는 기술 분야를 연구하고 공부하는 학과입니다,Positive
